LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
12545,NJ,Medium-Duty Zero Emission Vehicle (ZEV) Voucher Program,"The New Jersey Zero Emission Incentive Program (NJ ZIP) will pilot a
voucher program for the purchase of new, medium-duty ZEVs registered in
New Jersey. Commercial, industrial, or institutional organizations
located, or primarily operating, within the Greater Camden, Newark, New
Brunswick, and greater Shore areas are eligible to apply. Vouchers are
available for up to 100% of purchase price amounts, based on the
following weights:

<div>

  Vehicle Weight                 Vehicle Class   Amount
  ------------------------------ --------------- -----------
  8,501 - 10,000 pounds (lbs.)   Class 2b        \$25,000
  10,0001 - 14,000 lbs.          Class 3         \$55,000
  14,001 - 16,000 lbs.           Class 4         \$75,000
  16,001 - 19,500 lbs.           Class 5         \$85,000
  19,501 - 26,000 lbs.           Class 6         \$100,000

</div>

Vehicles must be purchased through qualified vendors, after receiving
voucher approval. Additional funding is available to qualified woman-,
minority-, or veteran-owned businesses. Funding may not be combined with
other state incentive programs unless applicants meet multiple
requirements. This program is funded by [Regional Greenhouse Gas
Initiative](https://afdc.energy.gov/laws/12229) proceeds. For more
information, including eligibility requirements, see the [NJ ZIP
Program](https://www.njeda.com/njzip/) website.

(Reference [New Jersey Administrative
Code](https://www.state.nj.us/oal/rules/accessp/) 7:27D)
",State Incentives,,,,False,2021-04-14 17:29:30 UTC,ELEC|HY|PHEV,STATION|FLEET,OTHER,
12569,NJ,Electric Vehicle Supply Equipment (EVSE) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of EVSE in a homeowner's designated parking space. Condominium
associations may put reasonable restrictions on EVSE, but the policies
may not significantly increase the cost of the EVSE or prohibit
installation. Homeowners must comply with applicable health and safety
codes and architectural standards, engage a licensed installation
contractor, and provide a certificate of insurance. The homeowner is
responsible for the cost of the installation, operation, maintenance,
repair, removal, or replacement of the station in their parking space,
as well as any resulting damage to the EVSE or surrounding area.
(Reference [New Jersey Statutes](https://www.njleg.state.nj.us/)
45:22A-43)
",Laws and Regulations,,2020-10-19 00:00:00 UTC,,False,2021-05-10 19:00:12 UTC,ELEC|PHEV,MUD|IND,,RTC
12570,NJ,Residential Electric Vehicle Supply Equipment (EVSE) Installation Policies,"A developer of a single-family residence that includes a designated
parking space must offer to install an EVSE at the residence of the
prospective owner unless the installation of EVSE is already included in
the sale of the unit. The New Jersey Department of Community Affairs,
New Jersey Department of Environmental Protection, and New Jersey Board
of Public Utilities must provide information to developers and
prospective owners on the environmental benefits and potential energy
cost savings associated with EVSE, and available incentives. (Reference
[New Jersey Statutes](https://www.njleg.state.nj.us/) 52:27D-141.11)
",Laws and Regulations,,2020-09-14 00:00:00 UTC,,False,2021-05-10 19:02:37 UTC,ELEC|PHEV,STATION|OTHER,,OTHER
12663,NJ,Zero Emission Vehicle (ZEV) Infrastructure Support,"Any individual, business, or public entity completing infrastructure
improvement projects or redeveloping residential, commercial,
industrial, public, or other structures is encouraged to include ZEV
fuel and charging infrastructure in redevelopment plans. ZEVs must meet
emissions and compliance requirements specified in Title 13 of the
[California Code of Regulations](https://oal.ca.gov/) for the applicable
model year, including but not limited to, plug-in electric vehicles
(PEVs) and hydrogen fuel cell vehicles. Infrastructure projects are
encouraged to:

Identify locations for public electric vehicle charging stations and
hydrogen fueling stations;

Construct ZEV charging and refueling infrastructure;

Build and allow PEV charging in the right-of-way; and,

Designate PEV only parking spaces.

(Reference [Assembly Bill](https://www.njleg.state.nj.us/) 1653, 2021)
",Laws and Regulations,,2021-07-09 00:00:00 UTC,,False,2021-08-11 15:09:42 UTC,ELEC|HY,FLEET|GOV|IND,,OTHER
12679,NJ,Electric Vehicle Supply Equipment (EVSE) Make-Ready Requirements for New Developments,"As a condition of preliminary site plan approval, new non-residential
developments with parking lots and garages must meet the following
make-ready requirements:

::: {align=""center""}
  Number of Off-Street Parking Spaces                      Minimum Number of Make-Ready Parking Spaces
  ------------------------------------- ---------------------------------------------------------------------------------
  50 or fewer                                                                   1
  51 to 75                                                                      2
  76 to 100                                                                     3
  101 to 150                                                                    4
  Over 150                               4% of parking spaces; 5% of the make-ready spaces must be disability-accessible
:::

Parking lots and garages may install make-ready parking spaces and EVSE
at a faster rate than required. Retailers that provide 25 or fewer
off-street parking spaces are not required to provide or install any
EVSE or make-ready parking spaces.

Parking lots and garages may install EVSE in lieu of make-ready spaces
to satisfy these requirements. Standards must be developed that provide
for the progression of accessible make-ready parking spaces to
accessible EVSE parking spaces and conform to the requirements of the
most recent [International Building
Code](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjW07zxjp3yAhW2ZhUIHTFvDUsQFnoECAsQAQ&url=https%3A%2F%2Fwww.iccsafe.org%2Fproducts-and-services%2Fi-codes%2F2018-i-codes%2Fibc%2F&usg=AOvVaw3leWKSEim9SgAJ1OIsH4FK)
and [International Residential
Code](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiDj6OSj53yAhWho3EKHU_EAwoQFnoECAsQAQ&url=https%3A%2F%2Fwww.iccsafe.org%2Fproducts-and-services%2Fi-codes%2F2018-i-codes%2Firc%2F&usg=AOvVaw1uUcm-VqXZRZh_3SdJG4Y5)
published by the [International Code
Council](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjW07zxjp3yAhW2ZhUIHTFvDUsQFnoECA4QAQ&url=https%3A%2F%2Fwww.iccsafe.org%2F&usg=AOvVaw1U6pcIGlSzNiKNgTx_gADK)
except as the Commissioner of Community Affairs (Commissioner) deems
appropriate to deviate from those codes.

The Commissioner must publish a model land use ordinance to address
installation, sightline, setback requirements, and other health- and
safety-related specifications for EVSE and make-ready parking spaces and
post the model land use ordinance on the department\'s website. The
model land use ordinance applies to all municipalities in New Jersey,
but municipalities may adopt reasonable standards to address
installation, sightline, and setback requirements or other health- and
safety-related specifications for EVSE and make-ready parking spaces.
Municipalities may not require more make-ready parking spaces than the
land use ordinance published by the Commissioner.

(Reference [Senate Bill](https://www.njleg.state.nj.us/) 3223, 2021)
",Laws and Regulations,,2021-07-09 00:00:00 UTC,,False,2021-10-01 21:21:39 UTC,ELEC|PHEV,FLEET|GOV|MUD|OTHER,,BUILD|OTHER
12680,NJ,Electric Vehicle Supply Equipment (EVSE) Make-Ready Requirements for Multi-Unit Dwellings (MUDs),"New MUD developments with five or more units must designate 15% of
required off-street parking as plug-in electric vehicle (PEV) make-ready
parking spaces. Prior to occupancy, EVSE must be installed in 5% of
off-street parking. MUDs must then install EVSE in an additional 5% of
parking spaces within 3 years of occupancy and another 5% within 6 years
of occupancy. MUDs may install make-ready parking spaces and EVSE at a
faster rate than required. Throughout the installation of EVSE in
make-ready parking spaces at MUDs, at least 5% of EVSE must be
accessible for people with disabilities.

The Site Improvement Advisory Board must submit a recommendation to the
Commissioner of Community Affairs to amend the statewide site
improvement standards for MUDs to include requirements for parking
spaces with EVSE in the calculation of minimum required parking spaces.
Requirements must include the following:

-   A parking space with EVSE or make-ready equipment may count as two
    parking spaces for the purpose of complying with a minimum parking
    space requirement but may not reduce total required parking by more
    than 10 percent.
-   All parking space calculations for EVSE and make-ready equipment
    pursuant to this section shall be rounded up to the next full
    parking space.

(Reference [Senate Bill](https://www.njleg.state.nj.us/) 3223, 2021)
",Laws and Regulations,,2021-07-09 00:00:00 UTC,,False,2021-10-01 21:25:07 UTC,ELEC|PHEV,MUD,,BUILD|OTHER
12681,NJ,Plug-In Electric Vehicle (PEV) Parking Space Make-Ready Permitting Requirements,"PEV make-ready parking spaces at existing service stations, existing
retail establishments, or any other existing building may be approved
through the issuance of a municipal zoning permit by meeting the
following requirements:

-   The proposed installation does not violate bulk requirements
    applicable to the property;
-   All other conditions of prior approvals continue to be met; and
-   The proposed installation complies with the construction codes
    adopted in, or promulgated pursuant to, the [State Uniform
    Construction
    Code](https://www.nj.gov/dca/divisions/codes/codreg/ucc.html),
    safety standards concerning the installation, and state rules or
    regulations concerning electric vehicle supply equipment (EVSE).

Installation of EVSE or PEV make-ready parking spaces shall be
considered a permitted accessory use for all municipal zoning or use
districts.

(Reference [Senate Bill](https://www.njleg.state.nj.us/) 3223, 2021)
",Laws and Regulations,,2021-07-09 00:00:00 UTC,,False,2021-10-01 21:28:25 UTC,ELEC|PHEV,FLEET|GOV|MUD|IND,,BUILD|OTHER
12752,NJ,Residential Electric Vehicle Supply Equipment (EVSE) Installation Rebate – PSE&G,"PSE&G offers residential customers a rebate of up to \$1,500 for the
behind the meter installation of a Level 2 EVSE. Participants may also
be eligible for a rebate of up to \$5,000 for pole-to-meter utility
service upgrades. For more information, see the PSE&G [Electric Vehicle
Charging
Program](https://nj.myaccount.pseg.com/myservicepublic/electricvehicles)
website.
",Utility/Private Incentives,,,,True,2021-12-10 15:46:20 UTC,ELEC|PHEV,IND,RBATE,
12753,NJ,Commercial Electric Vehicle Supply Equipment (EVSE) Installation Rebates – PSE&G,"PSE&G offers commercial customers rebates for the behind the meter and
the pole-to-meter installation of Level 2 and public direct current (DC)
fast EVSE. Rebates are available in the following amounts:

<div>

  Charger Type          Behind the Meter Rebate Amount                Pole-to-Meter Rebate Amount
  --------------------- --------------------------------------------- -----------------------------
  Level 2 EVSE          \$7,500 per EVSE; up to \$30,000 per site     Up to \$10,000
  Public DC Fast EVSE   \$25,000 per EVSE; up to \$100,000 per site   Up to \$50,000

</div>

Eligible entities include multi-family residences, government entities,
businesses, and any location with public access. For more information,
including eligibility requirements, see the PSE&G [Electric Vehicle
Charging
Program](https://nj.myaccount.pseg.com/myservicepublic/electricvehicles)
website.
",Utility/Private Incentives,,,,True,2021-12-10 16:08:32 UTC,ELEC|PHEV,FLEET,RBATE,
12793,NJ,Plug-In Electric Vehicle (PEV) Infrastructure Support,"New Jersey utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current fast (DC Fast)
charging stations connecting major highway systems from the Atlantic
Coast to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DC fast charging sites. For
more information, including a list of participating utilities and
states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-04 15:37:04 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
12815,NJ,Medium- and Heavy-Duty Zero Emission Vehicle (ZEV) Requirement,"New Jersey has adopted the California Advanced Clean Trucks requirements
specified in Title 13 of the [California Code of
Regulations](https://oal.ca.gov/), requiring manufacturers to meet
California's [ZEV production and sales
requirements](https://afdc.energy.gov/laws/12473). Beginning with model
year 2025, manufacturers will be required to sell zero-emission trucks
as an increasing percentage of their annual sales for Class 2b through
Class 8 vehicles in New Jersey. ZEVs include all-electric and fuel cell
electric vehicles. For more information, see the New Jersey Department
of Environmental Protection [Advanced Clean Trucks Program and Fleet
Reporting
Requirements](https://www.nj.gov/dep/rules/adoptions/adopt_20211220a.pdf).
(Reference [New Jersey Administrative
Code](http://www.state.nj.us/oal/rules/accessp/) 7:27-31, 33 and
7:27A-3.10)
",Laws and Regulations,,2021-12-20 00:00:00 UTC,,True,2022-01-11 15:27:48 UTC,ELEC|HY,MAN|FLEET|GOV,,AIRQEMISSIONS|OTHER
